id,similarity
1,0.8547458396399147
2,0.9258311264115825
3,0.8682382198639454
4,0.874470332425741
5,0.7967253450031726
6,0.8684441533840668
7,0.9184389079165439
8,0.8808966834589261
9,0.9366534895629988
10,0.7077643346312269
11,0.951176767112052
12,0.9673163151101647
13,0.751558321374316
14,0.8542059364191128
15,0.8214321864729879
16,0.8995598927354631
17,0.8429539118190803
18,0.8962670921407049
19,0.7378063861185287
20,0.8884018256102176
21,0.9086689152486737
22,0.821002948443199
23,0.9412250458031337
24,0.9115461766205197
25,0.8864065838137747
26,0.6087615098172481
27,0.6536226267388586
28,0.9190155167481167
29,0.6390991019199287
30,0.8150326687394707
31,0.9829254220034294
32,0.8695408760799231
33,0.8830752542798316
34,0.835005351916857
35,0.44150073876209556
36,0.9712409881134816
37,0.8676063072431178
38,0.9280317124629744
39,0.8059686238935679
40,0.8033332740509611
41,0.8923446239404699
42,0.9580699442096872
43,0.8828368720509219
44,0.8737289843218432
45,0.8556211487107008
46,0.8849570576242723
47,0.8455174258666692
48,0.9113701441727312
49,0.9495852202869505
50,0.6330135534553868
51,0.9487214612298933
52,0.8217512005244508
53,0.6687905389416958
54,0.8459272870378628
55,0.8961567158836538
56,0.8547458396399147
57,0.8915522836572083
58,0.8534350682263236
59,0.880820156942354
60,0.8994542535511255
61,0.9370048128109695
62,0.7484725196426757
63,0.6450493139382907
64,0.9473735334421318
65,0.8765680541533045
66,0.8808251829070437
67,0.9065330288702457
68,0.4819285487635357
69,0.7803046990592973
70,0.8005831786468736
71,0.8903158560141877
72,0.860132112932593
73,0.8424223178597774
74,0.9679539548025813
75,0.8662701722826691
76,0.858017665195582
77,0.9160071390937988
78,0.9711885857018793
79,0.9296126888862849
80,0.8716187040383524
81,0.8091425894923459
82,0.882668062362214
83,0.8656537243811506
84,0.907962290388512
85,0.8766584684328466
86,0.8919300668659382
87,0.9158754496253722
88,0.7058170689252959
89,0.9404755609591015
90,0.8391388470651949
91,0.9640987577666077
92,0.6616421147038657
93,0.8739674334109241
94,0.8922992190031256
95,0.834218041231219
96,0.8869280541652332
97,0.8697779739067923
98,0.9698977466643864
99,0.8848813146650012
100,0.7904968079997203
101,0.8412908615770027
102,0.8736680451614884
103,0.8416438841611614
104,0.915729290455849
105,0.8435353015260205
106,0.7957083015105776
107,0.8921731533907704
108,0.8945549956507084
109,0.9237974325501753
110,0.850827226650222
111,0.7879714329039832
112,0.7602018274393305
113,0.8268892014615363
114,0.8812152470359798
115,0.7487952587723135
116,0.5537539337791082
117,0.8566328269489839
118,0.9558730718538807
119,0.922821039885754
120,0.9403807333225757
121,0.7860709120495999
122,0.8352980214861684
123,0.8344643099055336
124,0.9865720152137251
125,0.9018186507025474
126,0.7339126824162725
127,0.7118122331288327
128,0.9173930666309869
129,0.8133433529719315
130,0.9110170703435163
131,0.9611572177387753
132,0.8026066236860293
133,0.9629771144838796
134,0.8306718096379605
135,0.797700763140498
136,0.7309914694854609
137,0.9447068112374799
138,0.9012004050058459
139,0.8778611004398768
140,0.9503688171995398
141,0.9510291150478709
142,0.7834913169863821
143,0.9101871784084902
144,0.8970640551755411
145,0.864288342244025
146,0.8909376136629258
147,0.906639071526679
148,0.9164411971219389
149,0.9018392895053592
150,0.8183312012464314
151,0.9905073794441845
152,0.8083562842873622
153,0.6695095241488935
154,0.9179491737239318
155,0.4936459368039785
156,0.9442443616348947
157,0.7575763943665837
158,0.8735947071169697
159,0.9114048170801629
160,0.8859577424026265
161,0.7021860674934078
162,0.9018392895053592
163,0.6577719173561262
164,0.8912727536873638
165,0.9463319648162106
166,0.8195959153756327
167,0.8495337919077223
168,0.8461021983391502
169,0.7273822874205276
170,0.9093026215387456
171,0.8150013396198591
172,0.9179491737239318
173,0.9943734117536842
174,0.8841639009518386
175,0.8251428023189035
176,0.8778470008237432
177,0.809339117450808
178,0.5002402882369623
179,0.8496280935170121
180,0.8186819518391732
181,0.9331326799334834
182,0.8494347166668954
183,0.9096148883889843
184,0.8261997957270318
185,0.8189525382224851
186,0.8923096830216011
187,0.8149832285869124
188,0.9126741402582476
189,0.8260460981369098
190,0.8474931330570665
191,0.9179491737239318
192,0.9807551764680649
193,0.7218785626005594
194,0.9370048128109695
195,0.8269809413301275
196,0.8780726082583066
197,0.9177133374151673
198,0.8393565913730288
199,0.9484796341250479
200,0.9516311658482692
201,0.8099420837653377
202,0.9408924574808684
203,0.8803259330394013
204,0.9321680680347801
205,0.9148602846806899
206,0.923583488513394
207,0.5826275932968255
208,0.879110234534261
209,0.9806477026097641
210,0.830569301410973
211,0.8984524269612413
212,0.8705315348098901
213,0.7648157880667761
214,0.9025691318083436
215,0.8927318504178886
216,0.8625365442264965
217,0.9210879162896523
218,0.6539249937051634
219,0.8846182982461761
220,0.8774564907000985
221,0.9329674488700194
222,0.805316081249071
223,0.8635568587684704
224,0.8778611004398768
225,0.9018392895053592
226,0.7878374556918527
227,0.9654214197802629
228,0.951170691279477
229,0.816395100816806
230,0.7305134392234351
231,0.9289303806237634
232,0.8910441765408059
233,0.6879390944633091
234,0.892742680988084
235,0.9499440086688341
236,0.842777174091329
237,0.8773255115673636
238,0.8398538853938725
239,0.9164577354115362
240,0.8478777059058905
241,0.9170426114774372
242,0.8924047692461932
243,0.9029411029243855
244,0.9252058242322858
245,0.9655015945149117
246,0.906047010517992
247,0.9458753721290426
248,0.8298600489231491
249,0.9266530897138471
250,0.6681301791610066
251,0.8675200311188772
252,0.8859649707106154
253,0.7931442965559824
254,0.9313544775112955
255,0.8454287522439923
256,0.39452737096732193
257,0.8754452538933507
258,0.765219473667508
259,0.9049709220144032
260,0.9370048128109695
261,0.892262531998584
262,0.8658994164493415
263,0.7465476665078552
264,0.7528745879021145
265,0.8347731787446803
266,0.8221986180793754
267,0.9206354475057746
268,0.8058909263048276
269,0.9498010109198944
270,0.8835219863127892
271,0.8696099407806881
272,0.8327909603244164
273,0.8004756504288516
274,0.9617052318496385
275,0.73120331101374
276,0.9016126759512286
